id,fuel_type,price_per_litre,region,source,recorded_at,is_active
4322,petrol,1.396,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4335,diesel,1.487,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4336,petrol,1.397,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4349,diesel,1.476,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4350,petrol,1.386,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4369,diesel,1.491,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4370,petrol,1.401,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4385,diesel,1.490,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4386,petrol,1.400,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4401,diesel,1.478,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4402,petrol,1.388,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4419,diesel,1.483,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4420,petrol,1.393,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4431,diesel,1.484,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4432,petrol,1.394,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4447,diesel,1.480,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4448,petrol,1.390,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4465,diesel,1.488,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4466,petrol,1.398,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4481,diesel,1.485,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4482,petrol,1.395,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4497,diesel,1.491,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4498,petrol,1.401,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4507,diesel,1.493,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4508,petrol,1.403,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4525,diesel,1.487,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4526,petrol,1.397,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4543,diesel,1.476,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4544,petrol,1.386,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4575,diesel,1.489,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4576,petrol,1.399,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4613,diesel,1.485,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4614,petrol,1.395,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4631,diesel,1.491,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4632,petrol,1.401,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4649,diesel,1.481,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4650,petrol,1.391,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4661,diesel,1.479,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4662,petrol,1.389,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4677,diesel,1.493,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4678,petrol,1.403,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4695,diesel,1.488,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4696,petrol,1.398,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4711,diesel,1.479,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4712,petrol,1.389,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4723,diesel,1.487,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:49 GMT+0000 (Coordinated Universal Time),true
4724,petrol,1.397,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:49 GMT+0000 (Coordinated Universal Time),true
4737,diesel,1.490,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:49 GMT+0000 (Coordinated Universal Time),true
4738,petrol,1.400,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:49 GMT+0000 (Coordinated Universal Time),true
4757,diesel,1.477,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:49 GMT+0000 (Coordinated Universal Time),true
4758,petrol,1.387,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:49 GMT+0000 (Coordinated Universal Time),true
4771,diesel,1.476,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:49 GMT+0000 (Coordinated Universal Time),true
4772,petrol,1.386,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:49 GMT+0000 (Coordinated Universal Time),true
4787,diesel,1.493,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:49 GMT+0000 (Coordinated Universal Time),true
4788,petrol,1.403,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:49 GMT+0000 (Coordinated Universal Time),true
4007,diesel,1.477,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4008,petrol,1.387,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4023,diesel,1.487,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4024,petrol,1.397,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4043,diesel,1.489,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4044,petrol,1.399,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4061,diesel,1.486,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4062,petrol,1.396,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4077,diesel,1.484,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4078,petrol,1.394,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4091,diesel,1.484,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4092,petrol,1.394,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4107,diesel,1.491,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4108,petrol,1.401,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4121,diesel,1.485,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4122,petrol,1.395,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4135,diesel,1.490,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4136,petrol,1.400,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4149,diesel,1.477,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4150,petrol,1.387,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4161,diesel,1.478,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4162,petrol,1.388,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4173,diesel,1.492,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4174,petrol,1.402,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4191,diesel,1.489,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4192,petrol,1.399,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4207,diesel,1.485,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4208,petrol,1.395,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4257,diesel,1.478,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4258,petrol,1.388,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4269,diesel,1.485,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4270,petrol,1.395,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4285,diesel,1.479,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4286,petrol,1.389,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4301,diesel,1.486,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4302,petrol,1.396,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4319,diesel,1.486,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4320,petrol,1.396,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4351,diesel,1.489,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4352,petrol,1.399,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4373,diesel,1.495,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4374,petrol,1.405,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4387,diesel,1.490,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4388,petrol,1.400,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4405,diesel,1.480,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4406,petrol,1.390,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4435,diesel,1.481,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4436,petrol,1.391,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4487,diesel,1.493,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4488,petrol,1.403,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4515,diesel,1.490,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4516,petrol,1.400,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4535,diesel,1.489,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4536,petrol,1.399,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4565,diesel,1.477,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4566,petrol,1.387,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4585,diesel,1.492,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4586,petrol,1.402,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4601,diesel,1.489,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4602,petrol,1.399,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4611,diesel,1.485,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4612,petrol,1.395,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4627,diesel,1.491,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4628,petrol,1.401,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4645,diesel,1.476,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4646,petrol,1.386,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4669,diesel,1.478,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4670,petrol,1.388,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4687,diesel,1.482,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4688,petrol,1.392,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4707,diesel,1.476,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4708,petrol,1.386,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4719,diesel,1.478,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4720,petrol,1.388,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4733,diesel,1.479,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:49 GMT+0000 (Coordinated Universal Time),true
4734,petrol,1.389,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:49 GMT+0000 (Coordinated Universal Time),true
4751,diesel,1.492,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:49 GMT+0000 (Coordinated Universal Time),true
4752,petrol,1.402,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:49 GMT+0000 (Coordinated Universal Time),true
4769,diesel,1.478,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:49 GMT+0000 (Coordinated Universal Time),true
4770,petrol,1.388,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:49 GMT+0000 (Coordinated Universal Time),true
4785,diesel,1.489,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:49 GMT+0000 (Coordinated Universal Time),true
4786,petrol,1.399,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:49 GMT+0000 (Coordinated Universal Time),true
4845,diesel,1.485,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:49 GMT+0000 (Coordinated Universal Time),true
4846,petrol,1.395,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:49 GMT+0000 (Coordinated Universal Time),true
4859,diesel,1.476,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:49 GMT+0000 (Coordinated Universal Time),true
4860,petrol,1.386,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:49 GMT+0000 (Coordinated Universal Time),true
4875,diesel,1.477,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:49 GMT+0000 (Coordinated Universal Time),true
4876,petrol,1.387,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:49 GMT+0000 (Coordinated Universal Time),true
4045,diesel,1.492,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4046,petrol,1.402,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4065,diesel,1.479,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4066,petrol,1.389,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4079,diesel,1.483,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4080,petrol,1.393,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4097,diesel,1.484,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4098,petrol,1.394,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4111,diesel,1.484,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4112,petrol,1.394,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4125,diesel,1.484,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4126,petrol,1.394,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4139,diesel,1.482,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4140,petrol,1.392,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4163,diesel,1.478,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4164,petrol,1.388,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4181,diesel,1.484,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4182,petrol,1.394,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4213,diesel,1.482,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4214,petrol,1.392,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4231,diesel,1.477,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4232,petrol,1.387,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4249,diesel,1.493,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4250,petrol,1.403,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4265,diesel,1.475,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4266,petrol,1.385,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4279,diesel,1.493,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4280,petrol,1.403,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4295,diesel,1.484,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4296,petrol,1.394,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4315,diesel,1.495,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4316,petrol,1.405,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4329,diesel,1.481,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4330,petrol,1.391,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4343,diesel,1.493,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4344,petrol,1.403,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4363,diesel,1.492,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4364,petrol,1.402,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4407,diesel,1.485,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4408,petrol,1.395,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4425,diesel,1.480,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4426,petrol,1.390,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4439,diesel,1.485,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4440,petrol,1.395,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4455,diesel,1.494,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4456,petrol,1.404,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4473,diesel,1.491,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4474,petrol,1.401,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4491,diesel,1.477,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4492,petrol,1.387,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4521,diesel,1.491,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4522,petrol,1.401,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4541,diesel,1.492,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4542,petrol,1.402,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4555,diesel,1.492,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4556,petrol,1.402,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4569,diesel,1.475,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4570,petrol,1.385,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4589,diesel,1.486,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4590,petrol,1.396,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4605,diesel,1.490,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4606,petrol,1.400,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4615,diesel,1.482,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4616,petrol,1.392,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4635,diesel,1.483,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4636,petrol,1.393,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4651,diesel,1.484,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4652,petrol,1.394,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4697,diesel,1.486,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4698,petrol,1.396,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:48 GMT+0000 (Coordinated Universal Time),true
4725,diesel,1.482,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:49 GMT+0000 (Coordinated Universal Time),true
4726,petrol,1.392,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:49 GMT+0000 (Coordinated Universal Time),true
4741,diesel,1.495,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:49 GMT+0000 (Coordinated Universal Time),true
4742,petrol,1.405,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:49 GMT+0000 (Coordinated Universal Time),true
4761,diesel,1.483,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:49 GMT+0000 (Coordinated Universal Time),true
4762,petrol,1.393,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:49 GMT+0000 (Coordinated Universal Time),true
4795,diesel,1.477,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:49 GMT+0000 (Coordinated Universal Time),true
4796,petrol,1.387,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:49 GMT+0000 (Coordinated Universal Time),true
